control_id,control_family_id,source_system_id,global_edge_id,source_global_edge_id,source,target,source_original,target_original,bond_order_class,bond_order_proxy,hybridization_pair,pi_system_label,sigma_framework_label,control_transform_note,reference_control_role
topology_matched_random_control__c60,topology_matched_random_control,c60,topology_matched_random_control__c60:rand_e_0086,c60:C60_e_086,topology_matched_random_control__c60:C60_52,topology_matched_random_control__c60:C60_57,c60:C60_55,c60:C60_59,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints randomized with node and edge counts preserved,synthetic_control_only
topology_matched_random_control__c60,topology_matched_random_control,c60,topology_matched_random_control__c60:rand_e_0087,c60:C60_e_087,topology_matched_random_control__c60:C60_52,topology_matched_random_control__c60:C60_59,c60:C60_56,c60:C60_57,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints randomized with node and edge counts preserved,synthetic_control_only
topology_matched_random_control__c60,topology_matched_random_control,c60,topology_matched_random_control__c60:rand_e_0088,c60:C60_e_088,topology_matched_random_control__c60:C60_54,topology_matched_random_control__c60:C60_55,c60:C60_56,c60:C60_59,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints randomized with node and edge counts preserved,synthetic_control_only
topology_matched_random_control__c60,topology_matched_random_control,c60,topology_matched_random_control__c60:rand_e_0089,c60:C60_e_089,topology_matched_random_control__c60:C60_55,topology_matched_random_control__c60:C60_59,c60:C60_57,c60:C60_58,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints randomized with node and edge counts preserved,synthetic_control_only
topology_matched_random_control__ethyne,topology_matched_random_control,ethyne,topology_matched_random_control__ethyne:rand_e_0000,ethyne:Eth_e_00,topology_matched_random_control__ethyne:Eth_00,topology_matched_random_control__ethyne:Eth_01,ethyne:Eth_00,ethyne:Eth_01,triple,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,edge endpoints randomized with node and edge counts preserved,synthetic_control_only
carbon_skeleton_degree_control__adamantane,carbon_skeleton_degree_control,adamantane,carbon_skeleton_degree_control__adamantane:deg_e_0000,adamantane:Ada_e_00,carbon_skeleton_degree_control__adamantane:Ada_00,carbon_skeleton_degree_control__adamantane:Ada_06,adamantane:Ada_00,adamantane:Ada_04,single,1.0,sp3_sp3,none,diamondoid_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__adamantane,carbon_skeleton_degree_control,adamantane,carbon_skeleton_degree_control__adamantane:deg_e_0001,adamantane:Ada_e_01,carbon_skeleton_degree_control__adamantane:Ada_00,carbon_skeleton_degree_control__adamantane:Ada_07,adamantane:Ada_01,adamantane:Ada_04,single,1.0,sp3_sp3,none,diamondoid_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__adamantane,carbon_skeleton_degree_control,adamantane,carbon_skeleton_degree_control__adamantane:deg_e_0002,adamantane:Ada_e_02,carbon_skeleton_degree_control__adamantane:Ada_00,carbon_skeleton_degree_control__adamantane:Ada_09,adamantane:Ada_00,adamantane:Ada_05,single,1.0,sp3_sp3,none,diamondoid_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__adamantane,carbon_skeleton_degree_control,adamantane,carbon_skeleton_degree_control__adamantane:deg_e_0003,adamantane:Ada_e_03,carbon_skeleton_degree_control__adamantane:Ada_01,carbon_skeleton_degree_control__adamantane:Ada_03,adamantane:Ada_02,adamantane:Ada_05,single,1.0,sp3_sp3,none,diamondoid_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__adamantane,carbon_skeleton_degree_control,adamantane,carbon_skeleton_degree_control__adamantane:deg_e_0004,adamantane:Ada_e_04,carbon_skeleton_degree_control__adamantane:Ada_01,carbon_skeleton_degree_control__adamantane:Ada_05,adamantane:Ada_00,adamantane:Ada_06,single,1.0,sp3_sp3,none,diamondoid_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__adamantane,carbon_skeleton_degree_control,adamantane,carbon_skeleton_degree_control__adamantane:deg_e_0005,adamantane:Ada_e_05,carbon_skeleton_degree_control__adamantane:Ada_01,carbon_skeleton_degree_control__adamantane:Ada_08,adamantane:Ada_03,adamantane:Ada_06,single,1.0,sp3_sp3,none,diamondoid_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__adamantane,carbon_skeleton_degree_control,adamantane,carbon_skeleton_degree_control__adamantane:deg_e_0006,adamantane:Ada_e_06,carbon_skeleton_degree_control__adamantane:Ada_02,carbon_skeleton_degree_control__adamantane:Ada_05,adamantane:Ada_01,adamantane:Ada_07,single,1.0,sp3_sp3,none,diamondoid_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__adamantane,carbon_skeleton_degree_control,adamantane,carbon_skeleton_degree_control__adamantane:deg_e_0007,adamantane:Ada_e_07,carbon_skeleton_degree_control__adamantane:Ada_02,carbon_skeleton_degree_control__adamantane:Ada_06,adamantane:Ada_02,adamantane:Ada_07,single,1.0,sp3_sp3,none,diamondoid_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__adamantane,carbon_skeleton_degree_control,adamantane,carbon_skeleton_degree_control__adamantane:deg_e_0008,adamantane:Ada_e_08,carbon_skeleton_degree_control__adamantane:Ada_02,carbon_skeleton_degree_control__adamantane:Ada_08,adamantane:Ada_01,adamantane:Ada_08,single,1.0,sp3_sp3,none,diamondoid_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__adamantane,carbon_skeleton_degree_control,adamantane,carbon_skeleton_degree_control__adamantane:deg_e_0009,adamantane:Ada_e_09,carbon_skeleton_degree_control__adamantane:Ada_03,carbon_skeleton_degree_control__adamantane:Ada_04,adamantane:Ada_03,adamantane:Ada_08,single,1.0,sp3_sp3,none,diamondoid_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__adamantane,carbon_skeleton_degree_control,adamantane,carbon_skeleton_degree_control__adamantane:deg_e_0010,adamantane:Ada_e_10,carbon_skeleton_degree_control__adamantane:Ada_03,carbon_skeleton_degree_control__adamantane:Ada_09,adamantane:Ada_02,adamantane:Ada_09,single,1.0,sp3_sp3,none,diamondoid_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__adamantane,carbon_skeleton_degree_control,adamantane,carbon_skeleton_degree_control__adamantane:deg_e_0011,adamantane:Ada_e_11,carbon_skeleton_degree_control__adamantane:Ada_04,carbon_skeleton_degree_control__adamantane:Ada_07,adamantane:Ada_03,adamantane:Ada_09,single,1.0,sp3_sp3,none,diamondoid_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__benzene,carbon_skeleton_degree_control,benzene,carbon_skeleton_degree_control__benzene:deg_e_0000,benzene:Bz_e_00,carbon_skeleton_degree_control__benzene:Bz_00,carbon_skeleton_degree_control__benzene:Bz_03,benzene:Bz_00,benzene:Bz_01,aromatic,1.5,sp2_sp2,planar_aromatic_pi_ring,planar_ring_sigma_framework,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__benzene,carbon_skeleton_degree_control,benzene,carbon_skeleton_degree_control__benzene:deg_e_0001,benzene:Bz_e_01,carbon_skeleton_degree_control__benzene:Bz_00,carbon_skeleton_degree_control__benzene:Bz_05,benzene:Bz_01,benzene:Bz_02,aromatic,1.5,sp2_sp2,planar_aromatic_pi_ring,planar_ring_sigma_framework,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__benzene,carbon_skeleton_degree_control,benzene,carbon_skeleton_degree_control__benzene:deg_e_0002,benzene:Bz_e_02,carbon_skeleton_degree_control__benzene:Bz_01,carbon_skeleton_degree_control__benzene:Bz_03,benzene:Bz_02,benzene:Bz_03,aromatic,1.5,sp2_sp2,planar_aromatic_pi_ring,planar_ring_sigma_framework,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__benzene,carbon_skeleton_degree_control,benzene,carbon_skeleton_degree_control__benzene:deg_e_0003,benzene:Bz_e_03,carbon_skeleton_degree_control__benzene:Bz_01,carbon_skeleton_degree_control__benzene:Bz_04,benzene:Bz_03,benzene:Bz_04,aromatic,1.5,sp2_sp2,planar_aromatic_pi_ring,planar_ring_sigma_framework,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__benzene,carbon_skeleton_degree_control,benzene,carbon_skeleton_degree_control__benzene:deg_e_0004,benzene:Bz_e_04,carbon_skeleton_degree_control__benzene:Bz_02,carbon_skeleton_degree_control__benzene:Bz_04,benzene:Bz_04,benzene:Bz_05,aromatic,1.5,sp2_sp2,planar_aromatic_pi_ring,planar_ring_sigma_framework,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__benzene,carbon_skeleton_degree_control,benzene,carbon_skeleton_degree_control__benzene:deg_e_0005,benzene:Bz_e_05,carbon_skeleton_degree_control__benzene:Bz_02,carbon_skeleton_degree_control__benzene:Bz_05,benzene:Bz_05,benzene:Bz_00,aromatic,1.5,sp2_sp2,planar_aromatic_pi_ring,planar_ring_sigma_framework,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0000,c60:C60_e_000,carbon_skeleton_degree_control__c60:C60_00,carbon_skeleton_degree_control__c60:C60_19,c60:C60_00,c60:C60_01,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0001,c60:C60_e_001,carbon_skeleton_degree_control__c60:C60_00,carbon_skeleton_degree_control__c60:C60_23,c60:C60_00,c60:C60_02,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0002,c60:C60_e_002,carbon_skeleton_degree_control__c60:C60_00,carbon_skeleton_degree_control__c60:C60_29,c60:C60_00,c60:C60_05,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0003,c60:C60_e_003,carbon_skeleton_degree_control__c60:C60_01,carbon_skeleton_degree_control__c60:C60_04,c60:C60_01,c60:C60_04,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0004,c60:C60_e_004,carbon_skeleton_degree_control__c60:C60_01,carbon_skeleton_degree_control__c60:C60_28,c60:C60_01,c60:C60_25,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0005,c60:C60_e_005,carbon_skeleton_degree_control__c60:C60_01,carbon_skeleton_degree_control__c60:C60_52,c60:C60_02,c60:C60_03,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0006,c60:C60_e_006,carbon_skeleton_degree_control__c60:C60_02,carbon_skeleton_degree_control__c60:C60_23,c60:C60_02,c60:C60_35,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0007,c60:C60_e_007,carbon_skeleton_degree_control__c60:C60_02,carbon_skeleton_degree_control__c60:C60_33,c60:C60_03,c60:C60_04,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0008,c60:C60_e_008,carbon_skeleton_degree_control__c60:C60_02,carbon_skeleton_degree_control__c60:C60_44,c60:C60_03,c60:C60_50,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0009,c60:C60_e_009,carbon_skeleton_degree_control__c60:C60_03,carbon_skeleton_degree_control__c60:C60_08,c60:C60_04,c60:C60_55,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0010,c60:C60_e_010,carbon_skeleton_degree_control__c60:C60_03,carbon_skeleton_degree_control__c60:C60_38,c60:C60_05,c60:C60_06,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0011,c60:C60_e_011,carbon_skeleton_degree_control__c60:C60_03,carbon_skeleton_degree_control__c60:C60_41,c60:C60_05,c60:C60_07,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0012,c60:C60_e_012,carbon_skeleton_degree_control__c60:C60_04,carbon_skeleton_degree_control__c60:C60_47,c60:C60_06,c60:C60_09,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0013,c60:C60_e_013,carbon_skeleton_degree_control__c60:C60_04,carbon_skeleton_degree_control__c60:C60_49,c60:C60_06,c60:C60_26,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0014,c60:C60_e_014,carbon_skeleton_degree_control__c60:C60_05,carbon_skeleton_degree_control__c60:C60_10,c60:C60_07,c60:C60_08,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0015,c60:C60_e_015,carbon_skeleton_degree_control__c60:C60_05,carbon_skeleton_degree_control__c60:C60_21,c60:C60_07,c60:C60_36,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0016,c60:C60_e_016,carbon_skeleton_degree_control__c60:C60_05,carbon_skeleton_degree_control__c60:C60_34,c60:C60_08,c60:C60_09,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0017,c60:C60_e_017,carbon_skeleton_degree_control__c60:C60_06,carbon_skeleton_degree_control__c60:C60_21,c60:C60_08,c60:C60_40,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0018,c60:C60_e_018,carbon_skeleton_degree_control__c60:C60_06,carbon_skeleton_degree_control__c60:C60_42,c60:C60_09,c60:C60_45,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0019,c60:C60_e_019,carbon_skeleton_degree_control__c60:C60_06,carbon_skeleton_degree_control__c60:C60_55,c60:C60_10,c60:C60_11,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0020,c60:C60_e_020,carbon_skeleton_degree_control__c60:C60_07,carbon_skeleton_degree_control__c60:C60_40,c60:C60_10,c60:C60_12,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0021,c60:C60_e_021,carbon_skeleton_degree_control__c60:C60_07,carbon_skeleton_degree_control__c60:C60_41,c60:C60_10,c60:C60_15,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0022,c60:C60_e_022,carbon_skeleton_degree_control__c60:C60_07,carbon_skeleton_degree_control__c60:C60_56,c60:C60_11,c60:C60_14,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0023,c60:C60_e_023,carbon_skeleton_degree_control__c60:C60_08,carbon_skeleton_degree_control__c60:C60_16,c60:C60_11,c60:C60_20,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0024,c60:C60_e_024,carbon_skeleton_degree_control__c60:C60_08,carbon_skeleton_degree_control__c60:C60_30,c60:C60_12,c60:C60_13,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0025,c60:C60_e_025,carbon_skeleton_degree_control__c60:C60_09,carbon_skeleton_degree_control__c60:C60_25,c60:C60_12,c60:C60_30,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0026,c60:C60_e_026,carbon_skeleton_degree_control__c60:C60_09,carbon_skeleton_degree_control__c60:C60_39,c60:C60_13,c60:C60_14,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0027,c60:C60_e_027,carbon_skeleton_degree_control__c60:C60_09,carbon_skeleton_degree_control__c60:C60_56,c60:C60_13,c60:C60_51,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0028,c60:C60_e_028,carbon_skeleton_degree_control__c60:C60_10,carbon_skeleton_degree_control__c60:C60_11,c60:C60_14,c60:C60_56,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0029,c60:C60_e_029,carbon_skeleton_degree_control__c60:C60_10,carbon_skeleton_degree_control__c60:C60_12,c60:C60_15,c60:C60_16,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0030,c60:C60_e_030,carbon_skeleton_degree_control__c60:C60_11,carbon_skeleton_degree_control__c60:C60_12,c60:C60_15,c60:C60_17,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0031,c60:C60_e_031,carbon_skeleton_degree_control__c60:C60_11,carbon_skeleton_degree_control__c60:C60_19,c60:C60_16,c60:C60_19,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0032,c60:C60_e_032,carbon_skeleton_degree_control__c60:C60_12,carbon_skeleton_degree_control__c60:C60_32,c60:C60_16,c60:C60_21,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0033,c60:C60_e_033,carbon_skeleton_degree_control__c60:C60_13,carbon_skeleton_degree_control__c60:C60_25,c60:C60_17,c60:C60_18,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0034,c60:C60_e_034,carbon_skeleton_degree_control__c60:C60_13,carbon_skeleton_degree_control__c60:C60_53,c60:C60_17,c60:C60_31,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0035,c60:C60_e_035,carbon_skeleton_degree_control__c60:C60_13,carbon_skeleton_degree_control__c60:C60_55,c60:C60_18,c60:C60_19,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0036,c60:C60_e_036,carbon_skeleton_degree_control__c60:C60_14,carbon_skeleton_degree_control__c60:C60_36,c60:C60_18,c60:C60_41,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0037,c60:C60_e_037,carbon_skeleton_degree_control__c60:C60_14,carbon_skeleton_degree_control__c60:C60_50,c60:C60_19,c60:C60_46,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0038,c60:C60_e_038,carbon_skeleton_degree_control__c60:C60_14,carbon_skeleton_degree_control__c60:C60_52,c60:C60_20,c60:C60_21,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0039,c60:C60_e_039,carbon_skeleton_degree_control__c60:C60_15,carbon_skeleton_degree_control__c60:C60_31,c60:C60_20,c60:C60_24,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0040,c60:C60_e_040,carbon_skeleton_degree_control__c60:C60_15,carbon_skeleton_degree_control__c60:C60_48,c60:C60_21,c60:C60_23,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0041,c60:C60_e_041,carbon_skeleton_degree_control__c60:C60_15,carbon_skeleton_degree_control__c60:C60_58,c60:C60_22,c60:C60_23,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0042,c60:C60_e_042,carbon_skeleton_degree_control__c60:C60_16,carbon_skeleton_degree_control__c60:C60_28,c60:C60_22,c60:C60_24,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0043,c60:C60_e_043,carbon_skeleton_degree_control__c60:C60_16,carbon_skeleton_degree_control__c60:C60_30,c60:C60_22,c60:C60_27,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
carbon_skeleton_degree_control__c60,carbon_skeleton_degree_control,c60,carbon_skeleton_degree_control__c60:deg_e_0044,c60:C60_e_044,carbon_skeleton_degree_control__c60:C60_17,carbon_skeleton_degree_control__c60:C60_45,c60:C60_23,c60:C60_47,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,edge endpoints degree-preserving rewired where possible,synthetic_control_only
